CAMIS,DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,Latitude,Longitude,AvgScore
50092638,CAFE MOCA,487,SENECA AVENUE,11385,3475858249,Coffee/Tea,40.70565698,-73.91249984,13
50092958,AL HORNO LEAN MEXICAN KITCHEN,9112,3 AVENUE,11209,3475787492,Mexican,40.61968085,-74.03261344,0
50093325,& PIZZA,63,WALL STREET,10005,2017803223,Pizza,40.70583552,-74.0085156,8
50096082,GOLD BAMBOO GARDEN RESTAURANT,6409,8 AVENUE,11220,7182381122,Chinese,40.63309862,-74.01202985,7
50096242,LUX BAKERY,6816,4 AVENUE,11220,7186802988,Bakery Products/Desserts,40.63512802,-74.02332183,11
50097890,DOMINO'S,835,CLARKSON AVENUE,11203,7187737444,Pizza,40.65663666,-73.93055969,10
50099549,TAK HING KITCHEN,1946,86 STREET,11214,7187221388,Chinese,40.60525616,-73.99936257,30
50100093,YIN JI CHANG FEN,91,BAYARD STREET,10013,2122274888,Chinese,40.71586248,-73.99919917,37
50101478,JOE COFFEE,29,UNION SQUARE WEST,10003,9172827820,Coffee/Tea,40.73643139,-73.99083096,10
50102397,BAYA BAR,9417,3 AVENUE,11209,9178982222,"Juice, Smoothies, Fruit Salads",40.61775928,-74.03337252,7
50111940,LUPO ROSSO,4369,11TH ST,11101,6469072454,Pizza,40.75041872,-73.94900562,33
50113870,GEORGE'S DINER & CAFE,2369,WESTCHESTER AVENUE,10462,7187217111,American,40.83664762,-73.84686112,27
50114675,GRANO DE CAFE,3910,103RD ST,11368,7184339795,Spanish,40.75048278,-73.86302349,18
50120788,EMPANADAS CAFE SOHO,180,MULBERRY STREET,10012,2017253909,Other,40.72069048,-73.99674957,17
50120834,BEN'S PIZZA,123,MACDOUGAL STREET,10012,2126770976,Pizza,40.73036309,-74.00018762,25
50121538,TEXAS CHICKEN & BURGERS,24435,MERRICK BLVD,11422,9173764215,Other,40.67417935,-73.72825394,17
50121945,GAIA ITALIAN CAFE,226,EAST    3 STREET,10009,7189152401,Italian,40.72236347,-73.98226828,5
50122451,CHICK ROCKS,136-20,ROOSEVELT AVENUE,11354,3473686181,Chicken,40.75977791,-73.82923543,7
40807236,RICHMOND COUNTY COUNTRY CLUB(10TH HOLE),900,TODT HILL ROAD,10304,7183510600,American,40.58857429,-74.11113054,10
40840921,CONNOLLY'S CORNER,7115,GRAND AVENUE,11378,7185657383,Continental,40.72785852,-73.89209995,12.5
41110973,EL GRAN MAR DE PLATA,3175,FULTON STREET,11208,7188271717,Spanish,40.68213242,-73.87751789,37
41140991,CIPRIANI,55,WALL STREET,10005,6467230812,American,40.70618406,-74.00916487,13
41257592,COUNTRY THYME CUISINE,1455,EAST  222 STREET,10469,3479204276,Caribbean,40.87676308,-73.8376956,42
41287433,CIPRIANI CLUB 55,55,WALL STREET,10005,2126994096,Italian,40.70618406,-74.00916487,0
41317579,BELFRY,222,EAST   14 STREET,10003,2124736590,American,40.73298903,-73.98649792,7
41343991,LITTLE SAIGON CUISINE,25309,NORTHERN BOULEVARD,11362,7186318000,Southeast Asian,40.77082048,-73.73537478,41
41448021,PIER 76,76,BAY STREET,10301,7184477437,Italian,40.64028483,-74.07562797,29
41457451,COPPOLA'S,206,WEST   79 STREET,10024,2128773840,Italian,40.78330203,-73.9787385,21
41466358,WOLFGANG'S STEAKHOUSE,200,EAST   54 STREET,10022,2125889653,Steakhouse,40.75816048,-73.96857465,10
41488616,LIN'S GOURMET,1097,2 AVENUE,10022,2127525586,Chinese,40.75978433,-73.96495334,27
41492598,SUPER BOWL CHINESE RESTAURANT,5963,55 ROAD,11378,7188941234,Chinese,40.72666943,-73.90709636,7
41504734,WAH MING HOUSE CHINESE RESTAURAN,3423,FULTON STREET,11208,7182350606,Chinese,40.68448382,-73.86927111,19
41523349,STEVEN RESTAURANT,2233,BOSTON ROAD,10467,7186527778,Latin American,40.85840109,-73.8679121,18
41554263,POPEYES,19702,HILLSIDE AVENUE,11423,7184643636,Chicken,40.7184301,-73.76523704,12
41646655,BLUE,1115,RICHMOND TERRACE,10310,3476093111,Mediterranean,40.64521327,-74.10793886,13
41685780,TIKKA GRILL,2402,82 STREET,11370,7184584848,Indian,40.76460328,-73.88702594,13
41688078,HORSES & DIVORCES,285,BEDFORD AVENUE,11211,9173192199,American,40.7141378,-73.96150728,10
41718746,YELLOW ROSE,102,3 AVENUE,10003,2125298880,American,40.73244846,-73.98780421,0
50000538,BISTRO PUNTA SAL,4551,46 STREET,11377,7183928141,Peruvian,40.74199968,-73.9189224,42
50000600,GYRO EXPRESS,77-06,21 AVENUE,11370,7182781230,Greek,40.77052088,-73.89264431,12
50003685,PATISSERIE TOMOKO,568,UNION AVENUE,11211,7183887121,Bakery Products/Desserts,40.7174829,-73.95217297,9
50003719,NEW WIN HING INC,1180,BAY STREET,10305,7189815335,Chinese,40.61443468,-74.06640673,12
50005556,SUMAC,1198B,FOREST AVENUE,10310,3474665752,Mediterranean,40.62643267,-74.12985102,12
50006410,KALINA RESTAURANT,1476,BROADWAY,11221,7189191111,Spanish,40.68741135,-73.91842292,23
50010629,PANINI GRILL,538,FOREST AVENUE,10310,7189812999,Italian,40.63023204,-74.10815231,13
50018154,12 CORNERS COFFEE,121,MOTT STREET,10013,2126258888,Coffee/Tea,40.7180363,-73.99700583,14
50034429,POPEYES,3411,JEROME AVENUE,10467,9292225000,American,40.88109176,-73.88311327,20
50035278,MEXICUE,225,5 AVENUE,10010,6469227289,Mexican,40.74382003,-73.98790678,40
50036044,CROWN FRIED CHICKEN,101,RALPH AVENUE,11221,3477871967,Chicken,40.68661883,-73.92344308,10
50037940,MOCHA BURGER,496,LAGUARDIA PLACE,10012,9174201036,Jewish/Kosher,40.72735482,-73.99956705,39.5
50038038,BAGELS & COMPANY,172,WEST   79 STREET,10024,2124969400,Jewish/Kosher,40.78273086,-73.97737735,12
50038524,TOAD STYLE,93,RALPH AVENUE,11221,7323304199,Vegan,40.68684667,-73.92348608,2
50043186,AMITY HALL,982,AMSTERDAM AVENUE,10025,6469302501,American,40.80202322,-73.96456259,12
50045108,TASTE OF HEAVEN,251,JACKSON STREET,11211,7185763146,Soul Food,40.71706845,-73.94047091,7
50045631,PUEBLA RESTAURANT,3922,61ST ST,11377,7182052605,Mexican,40.74657928,-73.90295784,0
50045793,BROOKLYN KAVA,146,WILSON AVENUE,11237,7047639030,Coffee/Tea,40.70053341,-73.92545028,5
50047320,LENWICH,16,WEST   23 STREET,10010,2124624433,Sandwiches/Salads/Mixed Buffet,40.74187697,-73.99039355,22.5
50047928,WAKAMATSU JAPANESE RESTAURANT,7018,GRAND AVE,11378,7188986800,Japanese,40.72762831,-73.89248277,0
50049504,SWEETGREEN,226,BLEECKER STREET,10014,9176393212,Salads,40.73009682,-74.00234165,21
50051111,LESSINGS- BULOVA CORPORATE CENTER,7520,ASTORIA BLVD,11370,7182054044,American,40.76571731,-73.89238133,5
50059891,LEE PANDA,6063,FRESH POND RD,11378,7184176164,Chinese,40.71522715,-73.90131545,21
50059935,108 FOOD DRIED HOT POT,2794,BROADWAY,10025,9176756878,Chinese,40.80276521,-73.96763605,11
50060168,CROWN FRIED CHICKEN,167,MARCUS GARVEY BOULEVARD,11221,7182246030,Chicken,40.6925656,-73.93993754,0
50060255,NANCY RESTAURANT,2961,FULTON STREET,11208,7187725220,Spanish,40.6797169,-73.88537122,5.5
50060318,XIN XING 88 CHINESE RESTAURANT,18813,JAMAICA AVE,11423,7182172288,Chinese,40.71094207,-73.77052622,9
50062530,MARKET CRATES,224,WEST   35 STREET,10001,2126956922,American,40.75202715,-73.99105258,12
50062750,OVENLY,210,FLATBUSH AVENUE,11217,3476300527,Coffee/Tea,40.68125651,-73.97543613,3
50063056,MASPETH CAFETERIA,4805,GRAND AVE,11378,2016388280,American,40.71728641,-73.91978228,12
50064506,THE GRAND,3701,30TH AVE,11103,7188061504,Mediterranean,40.76458731,-73.91646168,0
50066069,LITTLE SKIPS EAST,1643,BROADWAY,11207,7184841555,Coffee/Tea,40.68486364,-73.91390098,7
50066181,THE NEW DINETTE,187,PORT RICHMOND AVENUE,10302,7184476681,American,40.63676172,-74.13424528,10
50067107,BLUE BOTTLE COFFEE,55,CORTLANDT STREET,10080,3046151876,Coffee/Tea,40.71075931,-74.01217377,11
50071012,TACO EDITION,800,GRAND STREET,11211,7184866222,Tex-Mex,40.71187581,-73.94135931,7
50071542,NEW MAURICE DELI,5904,55TH DR,11378,6462699959,American,40.72604493,-73.90871356,13
50072051,FORTUNE PLACE CHINESE RESTAURANT,286,BROADWAY,11211,7189633566,Chinese,40.70861426,-73.95847706,7
50073021,NEW FUN SING RESTAURANT,689,BROADWAY,11206,7187826915,Chinese,40.70175148,-73.94362234,37
50073626,BAR PISELLINO,52,GROVE STREET,10014,6464796864,Other,40.73297604,-74.00373454,31
50073847,TEX-MEX EXPRESS,7009,GRAND AVE,11378,7184788282,Chinese,40.72763657,-73.89250079,12
50073880,COURT STREET GROCERS LUNCH,378,METROPOLITAN AVENUE,11211,7183844218,American,40.71406427,-73.95552655,10
50079610,Chateau 49,924,2 AVENUE,10022,9172616022,French,40.75433437,-73.9688977,13
50080431,SAUCE AND SODA,40,WYCKOFF AVENUE,11237,9293243126,Pizza,40.70592449,-73.92184466,12
50081978,BREAD & SPREAD,151,FRONT STREET,11201,7187577034,Sandwiches,40.70244259,-73.98718939,0
50082137,GOCHUJANG,11,WEST   32 STREET,10001,2129671678,Korean,40.74740722,-73.98609078,7
50082144,JIAN BING MAN,11,WEST   32 STREET,10001,2126951388,Chinese/Cuban,40.74740722,-73.98609078,10
50082149,NOONA NOODLES,11,WEST   32 STREET,10001,2129671678,Korean,40.74740722,-73.98609078,0
50082462,MOA COFFEE,4304,30TH AVE,11103,3475154791,Coffee/Tea,40.76268495,-73.91246073,12
50083043,UNO CHICAGO GRILL,432,COLUMBUS AVENUE,10024,7322001638,Pizza,40.78305418,-73.97468345,31
50083866,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,21,FLATBUSH AVENUE,11217,7188580188,Caribbean,40.68801783,-73.9803195,21
50085123,NACHO MACHO TACO,591,KNICKERBOCKER AVENUE,11221,3479333715,Tex-Mex,40.69633412,-73.91399429,7
50085729,CITIZENS OF CHELSEA,401,WEST   25 STREET,10001,6466493079,Coffee/Tea,40.74780331,-74.00046918,30
50086660,ROWE'S RESTAURANT,4122,AVENUE D,11203,7184218898,Caribbean,40.64160487,-73.93771351,36
50087878,WILD INK,500,WEST   33 STREET,10001,6469747305,Asian/Asian Fusion,40.75398451,-73.99983036,11
50088114,DESI GRILL,46,WYCKOFF AVENUE,11237,7183819777,Indian,40.70580633,-73.92165364,36
50088814,I LOVE PANZEROTTI,220,VARICK STREET,10014,9292932959,Italian,40.72900431,-74.00524247,7
50089254,DUNKIN,916,3 AVENUE,10022,6465245805,Donuts,40.75913755,-73.96835038,13
50090060,D DEE THAI,4206,30TH AVE,11103,7186261222,Thai,40.76305335,-73.9132472,9
50090106,DOC HENNIGANS,1144,FOREST AVENUE,10310,9293082801,American,40.62670384,-74.12790981,27
50090488,THE HEADLESS WIDOW,99,1 AVENUE,10003,9174090446,American,40.72648115,-73.98610959,10
50091036,PARIS OVEN,3812,30TH AVE,11103,3475381240,Bakery Products/Desserts,40.76419423,-73.91567159,37
50091814,DOMINO'S,315,EAST  204 STREET,10467,7187342666,Pizza,40.87273733,-73.87832252,12
50091822,STARBUCKS,332,WEST   34 STREET,10001,9175761959,Coffee/Tea,40.75262847,-73.99454271,12
50091983,KNICKERBOCKER BAGEL,367,KNICKERBOCKER AVENUE,11237,7187098888,Bagels/Pretzels,40.70052794,-73.92136774,13
50092622,SHOGUN JAPANESE RESTAURANT,20505,HILLSIDE AVE,11423,3322041966,Japanese,40.72071425,-73.7601675,6
50093637,GOOKIES KITCHEN,23420,MERRICK BLVD,11422,6466423885,Chinese,40.67435341,-73.73578786,22.33333333
50093649,DOMINO'S,1216,CORTELYOU ROAD,11218,7186920900,Pizza,40.64012932,-73.96681083,3
50093700,WIN SON BAKERY,164,GRAHAM AVENUE,11206,9178336054,Asian/Asian Fusion,40.70715297,-73.94316329,12
50095712,PIU BELLA PIZZA,7916,21ST AVE,11370,7187216500,Italian,40.77072492,-73.89071969,0
50097040,TWO BOOTS WEST VILLAGE,101,7TH AVE S,10014,6468632668,Pizza,40.73298978,-74.00313557,23
50098226,TIGER SUGAR,197,CANAL STREET,10013,3472077951,Coffee/Tea,40.71700704,-73.99831896,0
50098470,MAYA'S SNACK BAR,83,GRAHAM AVENUE,11206,3472277532,Mexican,40.70436132,-73.94272567,9
50098495,PARKWAY DINER,4425,DOUGLASTON PKWY,11363,7182240101,American,40.76612988,-73.74517317,61
50098533,ISLAND FUSION,13920,243RD ST,11422,7184813642,Caribbean,40.66509241,-73.73575259,22
50099444,POPEYES LOUSIANA KICTHEN,3278,48TH ST,11103,3477619720,Chicken,40.75551055,-73.91298996,13
50100085,BLACK BURGER/LOS TACOS HERMANOS/ POKEBOWL,386,CANAL STREET,10013,2127758540,American,40.72139858,-74.0047332,24.5
50100486,98K KENNEDAY HALAL,4715,8 AVENUE,11220,9294548166,Chicken,40.64264558,-74.00209715,12
50101581,RAMEN DANBO,48,CARMINE STREET,10014,7186006715,Japanese,40.72998975,-74.00348181,21.5
50101688,KENEDY CHICKEN & PIZZA,1560,WATSON AVENUE,10472,9292631697,Chicken,40.82628357,-73.87658306,39
50102967,FLAMIN PIZZA AND WINGS CORP,1595,BROADWAY,11207,7186848899,Chicken,40.68550401,-73.91502872,9.5
50114727,DAR 525,525,GRAND STREET,11211,3474220401,Mediterranean,40.71104557,-73.95018291,27.5
50116777,FERJE'S NB,8782,PARSONS BLVD,11432,3474000085,Mexican,40.70716712,-73.80248522,27.66666667
50118305,TAJMAHAL RESTAURANT,473,MCDONALD AVENUE,11218,3472401071,Bangladeshi,40.64241318,-73.9793565,30.33333333
50119816,TOWA,36,WEST   26 STREET,10010,6463516258,Japanese,40.74414135,-73.98987355,12
50121953,JOEY'S PIZZA,69-07,GRAND AVENUE,11378,7187795880,Pizza,40.72607993,-73.89507934,13
50122438,CANAPE RESTOBAR,97,JEFFERSON STREET,11206,9178269280,Latin American,40.69914318,-73.93207682,9
50122520,SECRET POUR,1114,DEKALB AVENUE,11221,7184840548,American,40.69381432,-73.92999072,3
50122595,99 NOODLE VILLAGE,774,53 STREET,11220,6465099272,Chinese,40.6398485,-74.00617227,10
40807227,MARY'S FISH CAMP,246,WEST    4 STREET,10014,6464862185,Seafood,40.73472722,-74.00311761,9
40868762,AGAVE,140,7 AVENUE SOUTH,10014,2129892100,Mexican,40.73472724,-74.00217583,30
41110462,J & R PIZZERIA NO. 2,133,MCCLEAN AVENUE,10305,7187272222,Pizza,40.59804002,-74.06648759,13
41218096,CHIPOTLE MEXICAN GRILL,864,BROADWAY,10003,2122537860,Tex-Mex,40.73737829,-73.99023903,16
41243693,MONAHAN & FITZGERALD,214-17,41 AVENUE,11361,7182794450,Irish,40.7636665,-73.77056768,12
41271359,DOMINICKS PIZZERIA,4901,8 AVENUE,11220,7184381700,Pizza,40.64158058,-74.00320332,42
41280221,WOORIJIP,12,WEST   32 STREET,10001,2122441115,Korean,40.74746763,-73.98627844,24
41321209,GIULIANA RISTORANTE,4105,HYLAN BOULEVARD,10308,7183178507,Italian,40.53972163,-74.14819607,13
41336495,MAMA SUSHI,237,DYCKMAN STREET,10034,2125672450,Japanese,40.86605452,-73.9278744,11
41405368,DYLAN MURPHY'S,1453,3 AVENUE,10028,2129889434,American,40.77632107,-73.9557881,11
41408069,Charlie Palmer Steak NYC,135,WEST   42 STREET,10036,2123191660,New American,40.75531477,-73.98523368,27
41415537,KATI THAI CUISINE,347,EAST   14 STREET,10003,2125332046,Thai,40.73154757,-73.98302715,12
41453331,BEST WESTERN HOTEL HOSPITALITY HOUSE,145,EAST   49 STREET,10017,2127538781,American,40.7556335,-73.9722503,21
41465278,CHANG XING RESTAURANT,837,PENNSYLVANIA AVENUE,11207,7182726578,Chinese,40.65738415,-73.8897167,11
41537124,BONCHON,4537,BELL BOULEVARD,11361,7182251010,Korean,40.75924654,-73.76875646,12
41572581,MOLE CANTINA MEXICANA,1735,2 AVENUE,10128,2122898226,Mexican,40.7802437,-73.95002983,10
41611347,ANDY'S TERIYAKI & TACO,171,EINSTEIN LOOP,10475,7188620191,Tex-Mex,40.86436034,-73.82328241,22
41653084,CAPY,5524,5 AVENUE,11220,3474639946,Frozen Desserts,40.64212331,-74.01342597,12
41693802,PARIS BAGUETTE,21020,NORTHERN BOULEVARD,11361,7182790404,French,40.75957185,-73.77221704,52
41698549,CJ'S CAFE,17715,UNION TURNPIKE,11366,7184806370,American,40.72609879,-73.79064192,13
41721961,DICHTER PHARMACY,4953,B'WAY,10034,2125691230,Coffee/Tea,40.86789413,-73.92052188,17
50005849,PINK NORI,3606,30TH AVE,11103,7186852365,Japanese,40.76493371,-73.917241,12
50005892,KENNEDY FRIED CHICKEN,157,DREISER LOOP,10475,7186713636,Chicken,40.87682021,-73.82975452,0
50006298,BLACKWELLS,150,EAST   47 STREET,10017,2126617890,American,40.75433818,-73.97310627,18
50012381,"SUNRISE, SUNSET",351,EVERGREEN AVENUE,11221,6175990334,Coffee/Tea,40.69363682,-73.9228544,0
50013794,FUEL FEVER,8615,18 AVENUE,11214,7182598448,American,40.60680417,-74.00310081,13
50014114,OLIVE GARDEN,200,BAYCHESTER AVENUE,10475,7189311045,Italian,40.86590541,-73.83042975,26
50016842,LOLA LOLA RESTAURANT & BAR,1306,SAINT NICHOLAS AVENUE,10033,6465590930,Spanish,40.84571283,-73.9363506,13
50017126,BRAVO PIZZA,6,EAST   42 STREET,10017,2128674960,Pizza,40.75332138,-73.98054557,4.5
50017750,SUBWAY,250,10 AVENUE,10001,2126755925,Sandwiches,40.74865414,-74.00345391,8
50036141,MY BAKERY NY,5902,7 AVENUE,11220,7184365318,Bakery Products/Desserts,40.63730645,-74.01126316,5
50036594,NYCS FRIED CHICKEN,844,JAMAICA AVENUE,11208,7182350555,Spanish,40.68947594,-73.87360278,0
50039077,STOUT,60,EAST   41 STREET,10017,2129229009,American,40.75183346,-73.97909146,10
50039494,NEW YORK CITY BAGELS AND COFFEE HOUSE,4005,BROADWAY,11103,7187289511,American,40.75890737,-73.9188512,0
50041597,DELICIAS CALENAS 73RD,3568,73RD ST,11372,7182052302,Bakery Products/Desserts,40.75050641,-73.8929943,12
50042077,SUSHI-TERIA,350,5 AVENUE,10118,2126290000,Japanese,40.7482689,-73.98469027,23
50042812,SAN MATTEO PIZZERIA E CUCINA,1559,2 AVENUE,10028,2128612434,Italian,40.7745583,-73.95417176,23
50043487,"DUNKIN', 'BASKIN ROBBINS",5901,CHURCH AVENUE,11203,7183420050,Donuts,40.65249458,-73.92172009,12
50043495,SALUD BAR & GRILL,1413,BUSHWICK AVENUE,11207,9178267480,Latin American,40.68444834,-73.90926109,12
50043790,PRIMA DONNA PERUVIAN RESTAURANT,90-18,ROOSEVELT AVENUE,11372,9174151449,Latin American,40.74846898,-73.87583272,37
50044289,BAYARD BO KY RESTAURANT,78-80,BAYARD ST,10013,2124062292,Chinese,40.71570053,-73.99868333,45
50044708,21 BAR,4318,BROADWAY,10033,9179752690,American,40.85195624,-73.93481196,9
50044828,EGGLOO,60,MULBERRY STREET,10013,3479317784,Frozen Desserts,40.7155633,-73.99946612,33
50045675,MOMO RAMEN,78,5 AVENUE,11217,6462415342,Soups,40.68064213,-73.9776032,26
50047147,FAIRFAX,234,WEST    4 STREET,10014,2123210298,American,40.73434296,-74.00300934,12
50048274,CHINA PANDA,351,NEW LOTS AVENUE,11207,7186491622,Chinese,40.66147236,-73.89393063,10
50049523,WO KEE NOODLE,168-12,UNION TURNPIKE,11366,7184873590,Chinese,40.72299191,-73.79998849,29.5
50049662,NEW CARRIZAL RESTAURANT,1346,BROADWAY,11221,3479150505,Spanish,40.68984619,-73.92270375,41
50051486,STATE GRILL AND BAR,350,5 AVENUE,10118,2122169693,American,40.7482689,-73.98469027,6
50051778,PRONTITO,4025,FORLEY ST,11373,3475564950,Latin American,40.74758473,-73.88059471,9
50052244,C. XIQUE CAFE,4420,3 AVENUE,11220,7184390577,Mexican,40.6508739,-74.01127267,4
50052660,GARDENIA DELI,404,8 AVENUE,10001,2127365617,Sandwiches,40.74980689,-73.99518176,12
50058675,DRAGON GARDEN,3178,BAINBRIDGE AVENUE,10467,7186523137,Chinese,40.87539273,-73.87950008,25
50058927,BLUE DOOR SOUVLAKIA,8413,3 AVENUE,11209,3478860125,Greek,40.62484163,-74.03047976,12
50060266,ETSY,117,ADAMS STREET,11201,7188557955,American,40.7006257,-73.98866119,13
50063685,EMILY,35,DOWNING STREET,10014,9179556434,American,40.7292706,-74.0039003,0
50067509,BEANS & VINES,4799,BROADWAY,10034,6469820209,American,40.86613266,-73.92558208,20
50068343,MILK BAR,204,6 AVENUE,11217,9292763396,American,40.67552867,-73.97790415,7
50068762,ANGELA'S PIZZA,3435,FULTON STREET,11208,7186479606,Pizza,40.68457949,-73.86892839,21
50070157,A-POU'S TASTE,963,GRAND STREET,11211,7183888111,Asian/Asian Fusion,40.71307791,-73.93602685,50
50070257,H.K. TASTE,4721,90TH ST,11373,7186060001,Chinese,40.74177123,-73.87535447,22
50070493,TIAN SHUN RESTAURANT,5816,8 AVENUE,11220,7184393453,Chinese,40.63648599,-74.00853914,20
50070804,PITA PAN,3715,30TH AVE,11103,7182041633,Greek,40.76454882,-73.91638231,30
50071042,CARIDAD RESTAURANT,9019,JAMAICA AVE,11421,7188477575,Latin American,40.69289242,-73.85444801,0
50073680,SWEET CATS CAFE,16817,UNION TPKE,11366,9292183130,Coffee/Tea,40.72301659,-73.79997399,25
50073698,MIZNON,75,9 AVENUE,10011,6469546904,Mediterranean,40.74186904,-74.00471301,0
50074243,16 HANDLES,139,North 7th Street,11249,2122604416,Frozen Desserts,40.71825112,-73.95838806,13
50074596,YUMMY TORTILLAS KING,2238,86 STREET,11214,7183330647,Tex-Mex,40.60131442,-73.99281219,37
50076390,RINCONCITO,1846,AMSTERDAM AVENUE,10031,6462623816,Bottled Beverages,40.82925969,-73.94467021,12
50079058,DIG INN,166,NORTH    4 STREET,11211,7182156844,American,40.71579474,-73.9589307,0
50079892,"DONUT CONNECTION, MIKE'S PLACE",6830,3 AVENUE,11220,7182388921,Coffee/Tea,40.6362199,-74.02585512,7
50081079,SALTER HOUSE,119,ATLANTIC AVENUE,11201,6462531843,Coffee/Tea,40.69082463,-73.99645895,13
50081577,PENGUIN ICE CREAM,196,CANAL STREET,10013,6462883386,Frozen Desserts,40.71696312,-73.9982396,11
50082520,GEORGIAN CUISINE,8309,3 AVENUE,11209,7183335363,Eastern European,40.62554163,-74.03019549,12
50082585,ODDFELLOWS ICE CREAM,60,WATER STREET,11201,7186835755,Frozen Desserts,40.70326369,-73.99166506,44
50082790,BUTLER,40,WATER STREET,11201,3479254682,Coffee/Tea,40.70328294,-73.99221327,12
50082819,MAYA FUSION CAFE,1337,BUSHWICK AVENUE,11207,7184844128,Mexican,40.68588858,-73.91179032,10
50084684,TACOCINA,25,RIVER STREET,11249,6467836825,Tex-Mex,40.71533361,-73.96743698,7
50085121,KABABISH,7064,BROADWAY,11372,7185655131,Pakistani,40.74792213,-73.89438074,6
50085734,KOGANE RAMEN,337,WEST   14 STREET,10014,7188752828,Japanese,40.74031279,-74.00384321,44
50086366,LA ELEGANCIA RESTAURANT,8826,37TH AVE,11372,3478463569,Mexican,40.75035191,-73.878417,0
50087135,L'ARGOT,142,HAMILTON PLACE,10031,6468580312,Italian,40.82429901,-73.94856579,0
50088554,SFOGLIA RESTAURANT,1402,LEXINGTON AVENUE,10128,2128311402,Italian,40.78345071,-73.95270678,10
50088737,ANGELINA BAKERY,575,8 AVENUE,10018,9172614534,Bakery Products/Desserts,40.75494486,-73.99146727,12
50089234,AU CHEVAL DINER,79,WALKER STREET,10013,6143158682,American,40.71823944,-74.00171354,7
50089388,WILLIAM GREENBERG JR DESSERTS,20,HUDSON YARDS,10001,2128611340,American,40.75303757,-74.00028153,7
50090510,RICO POLLO III,4523,5 AVENUE,11220,7186860079,Spanish,40.6477232,-74.00757481,7
50090847,ESS -A- Bagel,55,WATER STREET,11201,9177437388,Sandwiches,40.70329391,-73.99204736,15.5
50091837,KAHKOW,97,NORTH   10 STREET,11249,7183871238,Coffee/Tea,40.72075419,-73.95795719,38
50094562,MATCHAFUL,359,CANAL STREET,10013,6468469077,Coffee/Tea,40.72095944,-74.00407298,0
50094941,AMSTERDAM SUSHI,1518,AMSTERDAM AVENUE,10031,6464766708,Sandwiches/Salads/Mixed Buffet,40.81887973,-73.95225879,0
50095130,5IVE SPICE,52,5 AVENUE,11217,7188573483,Asian/Asian Fusion,40.68138861,-73.97709819,8
50097058,O'FLANAGAN'S BAR AND RESTAURANT,1664,3 AVENUE,10128,9174167980,Irish,40.7834169,-73.95063409,10
50098815,DAILY GOODS,75,9 AVENUE,10011,7327444193,"Juice, Smoothies, Fruit Salads",40.74186904,-74.00471301,38
50100000,EMPIRE CAFE & GRILL,8312,5 AVENUE,11209,7187450050,Spanish,40.6234129,-74.02512608,8
50101060,BAGELS AND MORE,3415,103RD ST,11368,7188691335,Latin American,40.75549464,-73.86527629,12
50101528,JING WEI HOTPOT,706,60 STREET,11220,7184928833,Chinese,40.63655437,-74.0113423,12
50102000,6th AVE CAFE INC,610,50 STREET,11220,9293376522,Chinese,40.64346878,-74.00763559,27
50102075,NEW JIN SHING CHINESE RESTAURANT,1794,BROADWAY,11207,9175188917,Chinese,40.6822031,-73.90924973,2
50102146,EATZY CHINESE,3721,72ND STREET,11372,7185339131,Bangladeshi,40.74825654,-73.89388937,17
50102465,LA QUINTA INNS AND SUITES,31,WEST   71 STREET,10023,2127219770,American,40.77617925,-73.97798256,46
50103853,D BUILDING CAFE,451,CLARKSON AVENUE,11203,7189266224,American,40.655755,-73.9445804,12
50111282,ORIENTAL CHINESE FOOD TAKEOUT,3774,BROADWAY,10032,6467062088,Chinese,40.8338957,-73.94498434,13
50111811,AMBO,55C,EAST    8 STREET,10003,6464764214,Indian,40.73108203,-73.99356667,25
50112660,LAO DI FANG,773,51 STREET,11220,9179091351,Chinese,40.64089159,-74.00484637,14.5
50116338,CORNBREAD,409,EASTERN PARKWAY,11216,7184930010,Soul Food,40.67009544,-73.95474849,26.5
50116727,NEW TASTE OF CHINA,8026,BAXTER AVE,11373,7185330883,Chinese,40.74467114,-73.88459499,12
50117668,TASTY PICKS II,3424,KOSSUTH AVENUE,10467,7185193965,Sandwiches,40.88045622,-73.88163894,28.5
50117999,CARIBBEAN PARADISE,9206,173RD ST,11433,6468185320,Caribbean,40.70752293,-73.78659947,7.666666667
50118248,PLANT BAR,1204,BROADWAY,10001,9178219942,Vegan,40.74625744,-73.9885379,7.333333333
50118426,BK SEAFOOD MARKET,842,64 STREET,11220,7188366888,Chinese,40.63262388,-74.0109237,10
50119681,PACRIM,308,EAST   49 STREET,10017,2122074787,Asian/Asian Fusion,40.75402685,-73.96849359,30
50119749,LONDON TANDOORI,524,METROPOLITAN AVENUE,11211,6467243983,Indian,40.71405153,-73.95119428,22
50120654,LEE GOOD TASTE 88,2686,PITKIN AVENUE,11208,9173229851,Chinese,40.67523261,-73.87299538,30.33333333
50120970,BLANK STREET,19,8 AVENUE,10014,9175103862,Coffee/Tea,40.73781778,-74.0045359,11
50121813,KINI WINE BAR,550,METROPOLITAN AVENUE,11211,3477617653,American,40.71405127,-73.95059187,19.5
50122625,TEA MANIA NEW YORK,9804,101ST AVE,11416,6318323700,Coffee/Tea,40.68504947,-73.84319392,24.5
